,claim,label
3948,US authority (NIH) confirms: 5G radiation can cause corona diseases!,0
3947,[0] Covid-19 assistance by BRI through BRIVA,0
3945,"Last international hour Italy - In Italy, the remedy against Coronavirus has finally been found",0
3944,Covid-19 vaccines: test on children from the school of Bugliano (PI). 15 pupils of the Bava Beccaris elementary school voluntarily submitted to the experimentation of the Italian vaccine against the Covid-19 coronavirus. Proud of our little heroes!,0
3943,Text said that an Italian study had proposed the use of hydroxychloroquine in the treatment of covid-19,0
3953,Covid circulating in MedellÃ­n is 9 times more virulent than that of China,0
3942,"The CDC ""quietly updated"" its COVID-19 mortality statistics in summer 2020 to show only 6% of previously reported deaths were actually due to the coronavirus, while the remaining 94% died from preexisting health conditions.",0
3966,57 people died due to covid-19 deaths and 5731 people infected because of COMEDK exams in Karnataka,0
3968,"News18 report says 5,000 students taking COMEDK got COVID-19.",0
3987,COMPLAINT! This nurse who works at the General Hospital of Guaianases was spotted wearing the lab coat she wears to assist patients with suspected COVID 19 in a market that is opposite the hospital,0
3985,"According to bio-medical scientist Panagiotis Scarlatos, the use of a face mask to protect against COVID-19 causes a number of health problems, with the typical example being the lack of oxygen intake in the body.",0
3984,China and FDA approved the use of chloroquine as 100% efficient in curing covid-19,0
3983,Native Americans in North Dakota will be the first subjects to receive a novel coronavirus vaccine,0
3982,57 parents and grandparents of COMEDK UGET aspirants dead,0
3981,Video of a COVID-19 patient nearly buried alive in Kenya?,0
3980,There were no more deaths in France in March 2020 than in 2019 or 2018 despite the Covid-19.,0
3979,No autopsy so no proof that the Covid-19 has claimed victims in France,0
3967,"Bolivia""s Senate Approves Law Using Chlorine Dioxide Against Corona",0
3978,UP student tested COVID positive as B.Ed exam,0
3976,Video shows member states of the Organization of Islamic Cooperation (OIC) agreeing to file a legal challenge against Myanmarâ€™s governing National League for Democracy party,0
3975,Chlorine dioxide cures COVID-19,0
3974,"Dear family members. Under the COVID-19 Support Program, students in grades 1 to plus two receive a grant of Rs. 10000- 10,000 per person from the Prime Minister.",0
3973,"The Washington Post has included the COVID-19 vaccine being developed in Kazakhstan in its list of 200 promising, experimental vaccines that it believes will help stop the pandemic.",0
3972,Tsunami in China,0
3971,"A recent tweet from President Trump claimed that Mail Drop Boxes, which will be used to collect voter ballots in the upcoming presidential election, will not be sanitized for Covid-19.",0
3970,Children have little chance of dying of COVID-19. They have essentially no chance of spreading the disease asymptomatically. They face a series of risks from wearing face masks.,0
3969,Govt giving Rs 1.5 lakhs to municipalities for each COVID-19 patients,0
3977,"â€œCamila Pitanga returns to the internet and shocks fans by revealing that after undergoing treatment with Chloroquine, she discovered errors in medical reports, which pointed to Covid-19 instead of Malaria.â€",0
3891,"Philippines had no SARS case in 2003 because of prompt travel ban, but highest Covid-19 cases in Asia in 2020 because of late ban",0
3941,"The CDC ""quietly updated"" its COVID-19 mortality statistics in summer 2020 to show only 6% of previously reported deaths were actually due to the coronavirus, while the remaining 94% died from preexisting health conditions.",0
3939,"The second daughter of Russian President Vladimir Putin died after getting a second dose of Sputnik V, Russia's COVID-19 vaccine.",0
3913,China buys vaccine against Covid-19 from Sweden and discards immunization sold to SP,0
3911,"The CDC ""quietly updated"" its COVID-19 mortality statistics in summer 2020 to show only 6% of previously reported deaths were actually due to the coronavirus, while the remaining 94% died from preexisting health conditions.",0
3909,The allegation that coronavirus was detected in Istanbul Ãœmraniye Training and Research Hospital,0
3908,"The CDC ""quietly updated"" its COVID-19 mortality statistics in summer 2020 to show only 6% of previously reported deaths were actually due to the coronavirus, while the remaining 94% died from preexisting health conditions.",0
3907,Anthony Fauci now says that asymptomatic patients do not transmit the coronavirus,0
3906,Anthony Fauci now says that asymptomatic patients do not transmit the coronavirus,0
3905,The German footballers kept safety distances against COVID-19 that the Spanish did not comply with,0
3904,German doctors get paid if they list Covid-19 as the cause of death,0
3915,6% of those killed were killed in Covid-19 died of the disease. The others were all comorbidities.,0
3903,"The CDC ""quietly updated"" its COVID-19 mortality statistics in summer 2020 to show only 6% of previously reported deaths were actually due to the coronavirus, while the remaining 94% died from preexisting health conditions.",0
3901,"Doctors in Kota, Rajasthan stole the kidneys of a patient who was declared Covid positive.",0
3900,The Korean drama series My Secret Terrius predicts a Covid-19 pandemic since 2018,0
3899,Indian Student Finds COVID-19 Cure And It is Accepted By WHO,0
3898,Mask mandates are unconstitutional and hinder peopleâ€™s rights,0
3897,"This KIT was made available by the FEDERAL GOVERNMENT and if it did not reach your hands, know that your GOVERNOR &amp; MAYOR is at fault at the registry office for this fact. Remember them and their parties in the upcoming elections",0
3895,A group of reserve officers investigative report into the COVID-19 pandemic,0
3894,Video shows Seoul rally against coronavirus restrictions in August 2020,0
3893,The claim of China and Russia that Covid-19 vaccines are no different from the flu vaccine,0
3902,"Do the mortality figures for this summer prove that ""the epidemic is over""?",0
3940,The photo of the crowd at the demonstration on 29 August 2020 in Berlin against the anti covid-19 measures,0
3916,Only 6% of deaths attributed to Covid-19 in the United States are actually due to the virus,0
3918,Deputy stated that Belgian study proved the efficacy of hydroxychloroquine in the early treatment of covid-19,0
3938,The photo of the crowd at the demonstration on 29 August 2020 in Berlin against the anti covid-19 measures,0
3937,â€œEating salt frequently protects from corona infection better than wearing a mask.â€,0
3936,"President Bolsonaro pulled the queue and now France, Italy and the United Kingdom are already using chloroquine. Bolsonaro became a World Myth",0
3935,"""No one can force anyone to get a vaccine""",0
3934,"[The app] is safe because you can""t make fun of the pranksters. If I decide to scare all the people who have been with me and say that I am infected, I cannot do it. I can only give the alert if a doctor who has detected that I am positive gives me a code. That is, there will be no 0 alerts "".",0
3933,"A study carried out in Italy that found a lower risk of death among patients who received hydroxychloroquine is 2, but researchers do not propose that the drug is used as a potential treatment for covid-19",0
3932,(...) FDA approved the use of chloroquine as 100% efficient in curing Covid,0
3931,"The CDC ""quietly updated"" its COVID-19 mortality statistics in summer 2020 to show only 6% of previously reported deaths were actually due to the coronavirus, while the remaining 94% died from preexisting health conditions.",0
3917,The photo of the crowd at the demonstration on 29 August 2020 in Berlin against the anti covid-19 measures,0
3930,"The CDC â€œadjusted the US Covid deaths from 153,504 to 9,210.â€",0
3926,"The CDC ""quietly updated"" its COVID-19 mortality statistics in summer 2020 to show only 6% of previously reported deaths were actually due to the coronavirus, while the remaining 94% died from preexisting health conditions.",0
3925,"The CDC ""quietly updated"" its COVID-19 mortality statistics in summer 2020 to show only 6% of previously reported deaths were actually due to the coronavirus, while the remaining 94% died from preexisting health conditions.",0
3924,Advance NZ co-leader Billy Te Kahika Jr claims military staff have been granted powers similar to a police constable.,0
3923,Video shows Indian health minister slapping people who didnt wear masks on the street.,0
3922,[0] Korean origin film predicts COVID-19,0
3921,"Figures from the Office for National Statistics show the number of suicides during the peak of the coronavirus pandemic was down from 10.3 per 100,000 to 6.9 per 100,000.",0
3920,The video of the crowd at the demonstration on 29 August 2020 in Berlin against the anti covid-19 measures,0
